help_character_loot_list,"condition","掉落该物品需要满足的条件，只有满足这个条件时才能掉落该物品。"
help_quest_reward_list,"provider","这是任务获取物品列表的数据，必须与某个任务关联。"
help_quest_reward_list,"object","获取的物品的标识，必须是某个物品的标识。"
help_quest_reward_list,"number","获取物品的数量。"
help_quest_reward_list,"odds","获取物品的概率，从 0.0 到 1.0。"
help_quest_reward_list,"quest","获取该物品所需的任务。当玩家正在执行该任务时才会获取该物品。"
help_quest_reward_list,"condition","获取该物品需要满足的条件，只有满足这个条件时才能获取该物品。"
help_equipment_types,"key","装备类型的标识，必须唯一。"
help_equipment_types,"name","装备类型的名称，必须唯一。"
help_equipment_types,"desc","详细信息。"
help_equipment_positions,"key","装备位置的标识，必须唯一。"
help_equipment_positions,"name","装备位置的名称，必须唯一。"
help_equipment_positions,"desc","详细信息。"
help_properties_dict,"typeclass","自定义属性所属的物体类型。"
help_properties_dict,"property","自定义属性的标识。子类会继承父类定义的属性，类型中的属性标志不能重复。"
help_properties_dict,"name","自定义属性的名称。"
help_properties_dict,"default","可以选择其他自定义属性或填入数值、字符串等。"
help_properties_dict,"desc","描述信息。"
help_object_properties,"object","物体的标识。"
help_object_properties,"level","物体的等级。"
help_object_properties,"property","自定义属性的标识。"
help_object_properties,"value","属性值。"
help_default_objects,"character","角色模版的标识。"
help_default_objects,"object","物品的标识。"
help_default_objects,"number","物品的数量。"
help_npc_shops,"npc","NPC的标识。"
help_npc_shops,"shop","商店的标识。"
help_skill_types,"key","技能类型的标识。"
help_skill_types,"name","技能类型的名称。"
help_skill_types,"desc","技能类型的描述。"
help_default_skills,"character","角色的标识。"
help_default_skills,"skill","技能的标识。"
help_quest_objectives,"quest","任务的标识。"
help_quest_objectives,"ordinal","任务目标的序号。"
help_quest_objectives,"type","任务目标的类型。"
help_quest_objectives,"object","任务的目标的标识。按照不同的目标类型，目标标识可能是所需获取物品的标识或是所需击杀角色的标识或是其它值。"
help_quest_objectives,"number","完成任务所需达到的任务目标数量。"
help_quest_objectives,"desc","游戏中显示出的任务描述信息。如果该项为空，则系统会自动生成任务描述信息。"
help_quest_relations,"quest","任务的标识。"
help_quest_relations,"pre_quest","玩家需要先完成前置任务才能接到后续任务。"
help_quest_relations,"necessary","玩家是否必须先完成这个前置任务。"
help_event_data,"key","事件的标识，必须在所有物体中保持唯一。"
help_event_data,"trigger_obj","事件触发对象的标识。"
help_event_data,"trigger_type","事件的触发类型。"
help_event_data,"action","触发执行的动作类型。"
help_event_data,"odds","触发概率，从 0.0 到 1.0。"
help_event_data,"multiple","多重事件在触发了一个事件之后可以继续触发其他事件，非多重事件触发了一个之后就不会再触发其他事件。"
help_event_data,"condition","触发事件需要满足的条件，只有满足这个条件时才能触发。"
help_dialogues,"key","对话的标识，必须在所有物体中保持唯一。"
help_dialogues,"name","对话的名称。"
help_dialogues,"content","一段内容的格式是：[<说话者>][<图标>]<句子内容>，以换行结束。一个对话可以有多段内容。
[<说话者>]可以写显示出的名字，或者[%p]自动取玩家的名字，[%t]自动取说话NPC对象的名字。
[<图标>]可以是图标文件的路径，为空则会按照说话者的设置取玩家或NPC的图标。"
help_dialogue_relations,"dialogue","对话的标识。"
help_dialogue_relations,"next_dlg","相连的下一个对话的标识。"
help_dialogue_relations,"condition","显示该对话所需的条件，只有满足这个条件才能引发这个对话。"
help_dialogue_relations,"otherwise","当其他条件都不满足时，默认显示这个对话。"
help_npc_dialogues,"npc","NPC的标识。"
help_npc_dialogues,"dialogue","对话的标识。"
help_npc_dialogues,"condition","显示该对话所需的条件，只有满足这个条件才能引发这个对话。"
help_npc_dialogues,"otherwise","当其他条件都不满足时，默认显示这个对话。"
help_action_attack,"key","动作的标识。"
help_action_attack,"mob","所攻击的怪的标识。"
help_action_attack,"level","所攻击的怪的等级。"
help_action_attack,"odds","遭遇怪的概率，从 0.0 到 1.0。"
help_action_attack,"desc","战斗的描述信息。"
help_action_dialogue,"key","动作的标识。"
help_action_dialogue,"dialogue","对话的标识。"
help_action_dialogue,"npc","对话的NPC。"
help_action_dialogue,"odds","对话的概率，从 0.0 到 1.0。"
help_action_learn_skill,"key","动作的标识。"
help_action_learn_skill,"skill","学习的技能的标识。"
help_action_accept_quest,"key","动作的标识。"
help_action_accept_quest,"quest","接受任务的标识。"
help_action_turn_in_quest,"key","动作的标识。"
help_action_turn_in_quest,"quest","所交任务的标识。"
help_action_close_event,"key","动作的标识。"
help_action_close_event,"event","关闭的事件的标识，关闭的事件不会再被触发。"
help_action_message,"key","动作的标识"
help_action_message,"message","向玩家发送消息的内容。"
help_action_room_interval,"key","动作的标识。"
help_action_room_interval,"interval","触发动作的时间间隔（秒）。"
help_action_room_interval,"offline","离线动作在角色离线时也会持续结算。"
help_action_room_interval,"action","定时触发的动作的标识。"
help_action_room_interval,"begin_message","开始定时触发时发送给玩家的消息。"
help_action_room_interval,"end_message","结束定时触发时发送给玩家的消息。"
help_action_get_objects,"key","动作的标识。"
help_action_get_objects,"object","获取物品的标识。"
help_action_get_objects,"number","获取物品的数量。"
help_action_get_objects,"odds","获取物品的概率，从 0.0 到 1.0。"
help_action_get_objects,"multiple","可多次获得的物品，在获得了一个之后可以继续获得同一事件下的其他物品。
不可多次获得的物品，获得了一个之后就不会获得后续物品。"
help_action_get_objects,"message","描述信息中用 %s 代表获取物品的数量，要显示单个 % 需要用 %% 表示。"
help_localized_strings,"system_data","是否是系统数据。"
help_localized_strings,"category","本地化字符串的类别。"
help_localized_strings,"origin","原始的字符串啊内容。"
help_localized_strings,"local","本地化的内容。"
help_image_resources,"resource","资源文件的路径。"
help_image_resources,"type","资源文件的类型。"
help_image_resources,"image_width","图像宽度（单位：像素）"
help_image_resources,"image_height","图像高度（单位：像素）"
help_text,"Has event.","有触发事件"
help_text,"Dialogue's NPC.","对话的NPC"
