category,origin,local
field_world_npcs,"icon","图标"
field_world_npcs,"location","位置"
field_world_npcs,"condition","条件"
field_player_characters,"key","标识"
field_shops,"key","标识"
field_shops,"element_type","类型"
field_shops,"name","名称"
field_shops,"desc","描述"
field_shops,"icon","图标"
field_shops,"verb","打开商店的动作"
field_shops,"condition","条件"
field_shop_goods,"key","标识"
field_shop_goods,"shop","商店"
field_shop_goods,"goods","商品"
field_shop_goods,"level","等级"
field_shop_goods,"number","数量"
field_shop_goods,"price","价格"
field_shop_goods,"unit","单位"
field_shop_goods,"condition","条件"
field_skills,"key","标识"
field_skills,"name","名称"
field_skills,"desc","描述"
field_skills,"icon","图标"
field_skills,"message","显示信息"
field_skills,"cd","技能CD"
field_skills,"passive","被动技能"
field_skills,"condition","施放条件"
field_skills,"function","技能函数"
field_skills,"main_type","主类型"
field_skills,"sub_type","次类型"
field_quests,"key","标识"
field_quests,"name","名称"
field_quests,"desc","描述"
field_quests,"exp","经验"
field_quests,"condition","接任务的条件"
field_quests,"action","完成任务后的动作"
field_exit_locks,"key","标识"
field_exit_locks,"unlock_condition","解锁条件"
field_exit_locks,"unlock_verb","解锁动作"
field_exit_locks,"locked_desc","锁定描述"
field_exit_locks,"auto_unlock","允许自动解锁"
field_exit_locks,"unlock_forever","永久解锁"
field_object_creators,"key","标识"
field_object_creators,"loot_verb","拾取动作"
field_object_creators,"loot_condition","拾取条件"
field_creator_loot_list,"provider","提供者"
field_creator_loot_list,"object","提供物品"
field_creator_loot_list,"level","等级"
field_creator_loot_list,"number","提供数量"
field_creator_loot_list,"odds","概率"
field_creator_loot_list,"multiple","提供多项物品"
field_creator_loot_list,"message","显示信息"
field_creator_loot_list,"quest","任务条件"
field_creator_loot_list,"condition","其他条件"
field_character_loot_list,"provider","提供者"
field_character_loot_list,"object","掉落物品"
field_character_loot_list,"level","等级"
field_character_loot_list,"number","掉落数量"
field_character_loot_list,"odds","概率"
field_character_loot_list,"multiple","掉落多项物品"
field_character_loot_list,"message","显示信息"
field_character_loot_list,"quest","任务条件"
field_character_loot_list,"condition","其他条件"
field_quest_reward_list,"provider","提供者"
field_quest_reward_list,"object","奖励物品"
field_quest_reward_list,"level","等级"
field_quest_reward_list,"number","奖励数量"
field_quest_reward_list,"odds","概率"
field_quest_reward_list,"multiple","奖励多项物品"
field_quest_reward_list,"message","显示信息"
field_quest_reward_list,"quest","任务条件"
field_quest_reward_list,"condition","其他条件"
field_equipment_types,"key","标识"
field_equipment_types,"name","名称"
field_equipment_types,"desc","描述"
field_equipment_positions,"key","标识"
field_equipment_positions,"name","名称"
field_equipment_positions,"desc","描述"
field_properties_dict,"element_type","类型"
field_properties_dict,"property","属性标识"
field_properties_dict,"name","属性名称"
field_properties_dict,"default","默认值"
field_properties_dict,"desc","描述"
field_object_properties,"object","物体"
field_object_properties,"level","等级"
field_object_properties,"property","属性"
field_object_properties,"value","值"
field_default_objects,"character","角色"
field_default_objects,"object","物品"
field_default_objects,"number","数量"
field_default_objects,"level","等级"
field_npc_shops,"npc","NPC"
field_npc_shops,"shop","商店"
field_skill_types,"key","类型标识"
field_skill_types,"name","名称"
field_skill_types,"desc","描述"
field_default_skills,"character","角色"
field_default_skills,"skill","技能标识"
field_default_skills,"level","等级"
field_quest_objectives,"quest","任务"
field_quest_objectives,"ordinal","序号"
field_quest_objectives,"type","类型"
field_quest_objectives,"object","对象"
field_quest_objectives,"number","数量"
field_quest_objectives,"desc","描述"
field_quest_relations,"quest","任务"
field_quest_relations,"pre_quest","前置任务"
field_quest_relations,"necessary","必须完成"
field_event_data,"key","标识"
field_event_data,"trigger_obj","触发对象"
field_event_data,"trigger_type","触发类型"
field_event_data,"action","动作"
field_event_data,"odds","概率"
field_event_data,"multiple","多重事件"
field_event_data,"condition","条件"
field_dialogues,"key","标识"
field_dialogues,"name","名称"
field_dialogues,"content","对话内容"
field_dialogue_relations,"dialogue","对话"
field_dialogue_relations,"next_dlg","后续"
field_dialogue_relations,"condition","条件"
field_dialogue_relations,"otherwise","其他情况"
field_npc_dialogues,"npc","NPC"
field_npc_dialogues,"dialogue","对话"
field_npc_dialogues,"condition","条件"
field_npc_dialogues,"otherwise","其他情况"
field_action_attack,"key","标识"
field_action_attack,"mob","怪"
field_action_attack,"level","等级"
field_action_attack,"odds","概率"
field_action_attack,"desc","描述"
field_action_dialogue,"key","标识"
field_action_dialogue,"dialogue","对话"
field_action_dialogue,"npc","NPC"
field_action_dialogue,"odds","概率"
field_action_learn_skill,"key","标识"
field_action_learn_skill,"skill","技能"
field_action_accept_quest,"key","标识"
field_action_accept_quest,"quest","任务"
field_action_turn_in_quest,"key","标识"
field_action_turn_in_quest,"quest","任务"
field_action_close_event,"key","标识"
field_action_close_event,"event","事件"
field_action_message,"key","标识"
field_action_message,"message","消息"
field_action_room_interval,"key","标识"
field_action_room_interval,"interval","时间间隔"
field_action_room_interval,"offline","允许离线"
field_action_room_interval,"action","动作"
field_action_room_interval,"begin_message","开始消息"
field_action_room_interval,"end_message","结束消息"
field_action_get_objects,"key","标识"
field_action_get_objects,"object","物体"
field_action_get_objects,"number","数量"
field_action_get_objects,"odds","概率"
field_action_get_objects,"multiple","多次获得"
field_action_get_objects,"message","描述信息"
field_localized_strings,"system_data","系统数据"
field_localized_strings,"category","类别"
field_localized_strings,"origin","原文"
field_localized_strings,"local","本地化"
field_image_resources,"resource","资源文件"
field_image_resources,"type","类型"
field_image_resources,"image_width","图像宽度"
field_image_resources,"image_height","图像高度"
field_conditional_desc,"condition","条件"
field_conditional_desc,"desc","描述"
field,"event","事件"
field,"NPC","NPC"
