category,origin,local
field_world_npcs,"key","标识"
field_world_npcs,"name","名称"
field_world_npcs,"typeclass","类型"
field_world_npcs,"desc","描述"
field_world_npcs,"location","位置"
field_world_npcs,"model","模版"
field_world_npcs,"level","等级"
field_world_npcs,"reborn_time","重生时间"
field_world_npcs,"condition","条件"
field_world_npcs,"icon","图标"
field_object_creators,"key","标识"
field_object_creators,"loot_verb","拾取动作"
field_object_creators,"loot_condition","拾取条件"
field_creator_loot_list,"provider","提供者"
field_creator_loot_list,"object","掉落物品"
field_creator_loot_list,"number","掉落数量"
field_creator_loot_list,"odds","掉落概率"
field_creator_loot_list,"quest","任务条件"
field_creator_loot_list,"condition","掉落条件"
field_character_loot_list,"provider","提供者"
field_character_loot_list,"object","掉落物品"
field_character_loot_list,"number","掉落数量"
field_character_loot_list,"odds","掉落概率"
field_character_loot_list,"quest","任务条件"
field_character_loot_list,"condition","掉落条件"
field_quest_reward_list,"provider","提供者"
field_quest_reward_list,"object","掉落物品"
field_quest_reward_list,"number","掉落数量"
field_quest_reward_list,"odds","掉落概率"
field_quest_reward_list,"quest","任务条件"
field_quest_reward_list,"condition","掉落条件"
field_common_objects,"key","标识"
field_common_objects,"name","名称"
field_common_objects,"typeclass","类型"
field_common_objects,"desc","描述"
field_common_objects,"max_stack","最大堆叠"
field_common_objects,"unique","是否唯一"
field_common_objects,"can_remove","可移除"
field_common_objects,"can_discard","可丢弃"
field_common_objects,"icon","图标"
field_foods,"key","标识"
field_foods,"name","名称"
field_foods,"typeclass","类型"
field_foods,"desc","描述"
field_foods,"max_stack","最大堆叠"
field_foods,"unique","是否唯一"
field_foods,"can_remove","可移除"
field_foods,"can_discard","可丢弃"
field_foods,"icon","图标"
field_foods,"hp","生命值"
field_foods,"mp","魔法值"
field_skill_books,"key","标识"
field_skill_books,"name","名称"
field_skill_books,"typeclass","类型"
field_skill_books,"desc","描述"
field_skill_books,"max_stack","最大堆叠"
field_skill_books,"unique","是否唯一"
field_skill_books,"can_remove","可移除"
field_skill_books,"can_discard","可丢弃"
field_skill_books,"icon","图标"
field_skill_books,"skill","技能"
field_character_models,"key","标识"
field_character_models,"name","名称"
field_character_models,"level","等级"
field_character_models,"max_exp","最大经验值"
field_character_models,"max_hp","最大生命"
field_character_models,"max_mp","最大魔法"
field_character_models,"attack","攻击力"
field_character_models,"defence","防御力"
field_character_models,"give_exp","提供经验"
field_common_characters,"key","标识"
field_common_characters,"name","名称"
field_common_characters,"typeclass","类型"
field_common_characters,"desc","描述"
field_common_characters,"model","模版"
field_common_characters,"level","等级"
field_common_characters,"reborn_time","重生时间"
field_common_characters,"icon","图标"
field_default_objects,"character","角色模版"
field_default_objects,"object","物品"
field_default_objects,"number","数量"
field_skills,"key","标识"
field_skills,"name","名称"
field_skills,"typeclass","类型"
field_skills,"desc","描述"
field_skills,"message","显示信息"
field_skills,"cd","技能CD"
field_skills,"passive","被动技能"
field_skills,"condition","施放条件"
field_skills,"function","技能函数"
field_skills,"effect","技能效果"
field_skills,"icon","图标"
field_default_skills,"character","角色模版"
field_default_skills,"skill","技能标识"
field_quests,"key","标识"
field_quests,"name","名称"
field_quests,"typeclass","类型"
field_quests,"desc","描述"
field_quests,"condition","接任务的条件"
field_quests,"action","完成任务后的动作"
field_npc_dialogues,"npc","NPC"
field_npc_dialogues,"dialogue","对话"
field_npc_dialogues,"default","是否为默认"
field_equipments,"key","标识"
field_equipments,"name","名称"
field_equipments,"typeclass","类型"
field_equipments,"desc","描述"
field_equipments,"max_stack","最大堆叠"
field_equipments,"unique","是否唯一"
field_equipments,"can_remove","可移除"
field_equipments,"can_discard","可丢弃"
field_equipments,"icon","图标"
field_equipments,"position","位置"
field_equipments,"type","类型"
field_equipments,"attack","攻击值"
field_equipments,"defence","防御值"
field_career_equipments,"career","职业"
field_career_equipments,"equipment","装备"
field_quest_objectives,"quest","任务"
field_quest_objectives,"ordinal","序号"
field_quest_objectives,"type","类型"
field_quest_objectives,"object","对象"
field_quest_objectives,"number","数量"
field_quest_objectives,"desc","描述"
field_quest_dependencies,"quest","任务"
field_quest_dependencies,"dependency","依赖任务"
field_quest_dependencies,"type","依赖类型"
field_dialogue_quest_dependencies,"dialogue","对话"
field_dialogue_quest_dependencies,"dependency","依赖任务"
field_dialogue_quest_dependencies,"type","依赖类型"
field_event_data,"key","标识"
field_event_data,"name","名称"
field_event_data,"type","类型"
field_event_data,"trigger_type","触发类型"
field_event_data,"trigger_obj","触发对象"
field_event_data,"condition","条件"
field_event_attacks,"key","事件"
field_event_attacks,"mob","攻击者"
field_event_attacks,"level","等级"
field_event_attacks,"odds","概率"
field_event_attacks,"desc","描述"
field_event_dialogues,"key","事件"
field_event_dialogues,"dialogue","对话"
field_event_dialogues,"npc","NPC"
field_dialogues,"key","标识"
field_dialogues,"name","名称"
field_dialogues,"condition","条件"
field_dialogue_relations,"dialogue","对话"
field_dialogue_relations,"next_dlg","后续"
field_dialogue_sentences,"dialogue","对话"
field_dialogue_sentences,"ordinal","序号"
field_dialogue_sentences,"speaker","说话者"
field_dialogue_sentences,"icon","图标"
field_dialogue_sentences,"content","内容"
field_dialogue_sentences,"action","动作"
field_dialogue_sentences,"provide_quest","提供任务"
field_dialogue_sentences,"complete_quest","完成任务"
field_localized_strings,"category","类别"
field_localized_strings,"origin","原文"
field_localized_strings,"local","本地化"
field_image_resources,"key","标识"
field_image_resources,"name","名称"
field_image_resources,"resource","资源文件"
field_icon_resources,"key","标识"
field_icon_resources,"name","名称"
field_icon_resources,"resource","资源文件"
field_shops,"key","标识"
field_shops,"name","名称"
field_shops,"typeclass","类型"
field_shops,"desc","描述"
field_shops,"verb","打开商店的动作"
field_shops,"condition","条件"
field_shops,"icon","图标"
field_shop_goods,"shop","商店"
field_shop_goods,"goods","商品"
field_shop_goods,"typeclass","类型"
field_shop_goods,"number","数量"
field_shop_goods,"price","价格"
field_shop_goods,"unit","单位"
field_shop_goods,"condition","条件"
field_npc_shops,"npc","NPC"
field_npc_shops,"shop","商店"
