help_quest_reward_list,"condition","获取该物品需要满足的条件，只有满足这个条件时才能获取该物品。"
help_common_objects,"key","普通物品的标识，必须在所有数据中保持唯一。普通物品可以在游戏世界中重复出现。"
help_common_objects,"name","游戏中显示出的物品名称。"
help_common_objects,"typeclass","物品的类型。"
help_common_objects,"desc","游戏中显示的物品描述信息。"
help_common_objects,"max_stack","在玩家行囊中每堆该物品的最大堆叠数量。"
help_common_objects,"unique","该物品是否唯一，玩家是否可以拥有多于一堆的该物品。"
help_common_objects,"can_remove","当物品数量为零时是否可以从背包中移除。"
help_common_objects,"can_discard","物品是否可以被丢弃。"
help_common_objects,"icon","游戏中显示的图标。"
help_foods,"key","食物的标识，必须在所有数据中保持唯一。普通物品可以在游戏世界中重复出现。"
help_foods,"name","游戏中显示出的物品名称。"
help_foods,"typeclass","物品的类型。"
help_foods,"desc","游戏中显示的物品描述信息。"
help_foods,"max_stack","在玩家行囊中每堆该物品的最大堆叠数量。"
help_foods,"unique","该物品是否唯一，玩家是否可以拥有多于一堆的该物品。"
help_foods,"can_remove","当物品数量为零时是否可以从背包中移除。"
help_foods,"can_discard","物品是否可以被丢弃。"
help_foods,"icon","游戏中显示的图标。"
help_foods,"hp","恢复生命值。"
help_foods,"mp","恢复魔法值。"
help_skill_books,"key","技能书的标识，必须在所有数据中保持唯一。普通物品可以在游戏世界中重复出现。"
help_skill_books,"name","游戏中显示出的物品名称。"
help_skill_books,"typeclass","物品的类型。"
help_skill_books,"desc","游戏中显示的物品描述信息。"
help_skill_books,"max_stack","在玩家行囊中每堆该物品的最大堆叠数量。"
help_skill_books,"unique","该物品是否唯一，玩家是否可以拥有多于一堆的该物品。"
help_skill_books,"can_remove","当物品数量为零时是否可以从背包中移除。"
help_skill_books,"can_discard","物品是否可以被丢弃。"
help_skill_books,"icon","游戏中显示的图标。"
help_skill_books,"skill","提供的技能。"
help_character_models,"key","角色模版的标识。"
help_character_models,"name","角色模版的名称。"
help_character_models,"level","角色的等级。"
help_character_models,"max_exp","角色的最大经验。达到该经验值角色就可以升级。为0则表示不能升级。"
help_character_models,"max_hp","角色的最大生命值。"
help_character_models,"max_mp","角色的最大魔法值。"
help_character_models,"attack","角色的攻击值。"
help_character_models,"defence","角色的防御值。"
help_character_models,"give_exp","角色被击败时提供给对方的经验值。"
help_common_characters,"key","普通角色的标识。普通角色可以在游戏世界中重复出现。"
help_common_characters,"name","游戏中显示出的角色名称。"
help_common_characters,"typeclass","角色的类型。"
help_common_characters,"desc","游戏中显示的角色描述信息。"
help_common_characters,"model","角色对应的模版。"
help_common_characters,"level","角色的等级。"
help_common_characters,"reborn_time","角色死后重生的时间，单位为秒，为0则不会重生。"
help_common_characters,"icon","游戏中显示的图标。"
help_default_objects,"character","角色模版的标识。"
help_default_objects,"object","物品的标识。"
help_default_objects,"number","物品的数量。"
help_skills,"key","技能的标识，必须在所有数据中保持唯一。"
help_skills,"name","游戏中显示出的技能名称。"
help_skills,"typeclass","技能的类型。"
help_skills,"desc","游戏中显示的技能描述信息。"
help_skills,"message","施放技能时显示的文字信息，支持颜色标记。转义：%c代表施放者的名字，%t代表目标的名字，%e代表技能的效果，%n代表技能的名字，%%代表%。"
help_skills,"cd","释放技能的CD。"
help_skills,"passive","是否是被动技能。"
help_skills,"condition","释放技能需要满足的条件，只有满足这个条件才能释放这个技能。"
help_skills,"function","技能调用的函数。"
help_skills,"icon","游戏中显示的图标。"
help_default_skills,"character","角色模版的标识。"
help_default_skills,"skill","技能的标识。"
help_quests,"key","任务的标识，必须在所有数据中保持唯一。"
help_quests,"name","游戏中显示出的任务名称。"
help_quests,"typeclass","任务的类型。"
help_quests,"desc","游戏中显示的任务描述信息。"
help_quests,"condition","获取该任务需要满足的条件，只有满足这个条件才能获取这个任务。"
help_quests,"action","完成任务时执行的动作。"
help_npc_dialogues,"npc","NPC的标识。"
help_npc_dialogues,"dialogue","对话的标识。"
help_npc_dialogues,"default","是否是默认对话。当没有其它对话可以显示时，该NPC会显示默认对话。"
help_equipments,"key","普通物品的标识，必须在所有数据中保持唯一。普通物品可以在游戏世界中重复出现。"
help_equipments,"name","游戏中显示出的物品名称。"
help_equipments,"typeclass","物品的类型。"
help_equipments,"desc","游戏中显示的物品描述信息。"
help_equipments,"max_stack","在玩家行囊中每堆该物品的最大堆叠数量。"
help_equipments,"unique","该物品是否唯一，玩家是否可以拥有多于一堆的该物品。"
help_equipments,"can_remove","当物品数量为零时是否可以从背包中移除。"
help_equipments,"can_discard","物品是否可以被丢弃。"
help_equipments,"icon","游戏中显示的图标。"
help_equipments,"position","装备的位置。"
help_equipments,"type","装备的类型。"
help_equipments,"attack","装备的攻击值。"
help_equipments,"defence","装备的防御值。"
help_career_equipments,"career","职业的标识。"
help_career_equipments,"equipment","装备的类型。"
help_quest_objectives,"quest","任务的标识。"
help_quest_objectives,"ordinal","任务目标的序号。"
help_quest_objectives,"type","任务目标的类型。"
help_quest_objectives,"object","任务的目标的标识。按照不同的目标类型，目标标识可能是所需获取物品的标识或是所需击杀角色的标识或是其它值。"
help_quest_objectives,"number","完成任务所需达到的任务目标数量。"
help_quest_objectives,"desc","游戏中显示出的任务描述信息。如果该项为空，则系统会自动生成任务描述信息。"
help_quest_dependencies,"quest","任务的标识。"
help_quest_dependencies,"dependency","该任务所依赖的任务的标识。"
help_quest_dependencies,"type","任务依赖关系的类型。"
help_dialogue_quest_dependencies,"dialogue","对话的标识。"
help_dialogue_quest_dependencies,"dependency","该对话所依赖的任务的标识。"
help_dialogue_quest_dependencies,"type","任务依赖关系的类型。"
help_event_data,"key","事件的标识，必须在所有数据中保持唯一。"
help_event_data,"type","事件的类型。"
help_event_data,"trigger_type","触发该事件的方式。"
help_event_data,"trigger_obj","触发该事件的物体。"
help_event_data,"condition","触发该事件所需的条件，只有满足这个条件才能触发这个事件。"
help_event_attacks,"key","这是攻击事件的附加信息，必须与某个事件的基础信息关联。"
help_event_attacks,"mob","攻击的角色的标识。"
help_event_attacks,"level","攻击的角色的等级。"
help_event_attacks,"odds","攻击事件的发生概率，从0到1。"
help_event_attacks,"desc","游戏中显示出的攻击事件的描述信息。"
help_event_dialogues,"key","这是对话事件的附加信息，必须与某个事件的基础信息关联。"
help_event_dialogues,"dialogue","事件引出的对话的标识。"
help_event_dialogues,"npc","事件引出的对话的NPC的标识。"
help_dialogues,"key","对话的标识，必须在所有数据中保持唯一。"
help_dialogues,"name","对话的名称。"
help_dialogues,"condition","显示该对话所需的条件，只有满足这个条件才能引发这个对话。"
help_dialogue_relations,"dialogue","对话的标识。"
help_dialogue_relations,"next_dlg","相连的下一个对话的标识。"
help_dialogue_sentences,"dialogue","对话的标识。"
help_dialogue_sentences,"ordinal","对话句子的序号。"
help_dialogue_sentences,"speaker","对话说话者显示的文字。转义：%p代表玩家的名字，%n代表NPC的名字，%%代表%。"
help_dialogue_sentences,"icon","游戏中显示的图标。"
help_dialogue_sentences,"content","对话的内容。"
help_dialogue_sentences,"action","完成该对话时执行的动作。"
help_dialogue_sentences,"provide_quest","完成该对话时提供的任务的标识。"
help_dialogue_sentences,"complete_quest","完成该对话时结束的任务的标识。"
help_localized_strings,"category","本地化字符串的类别。"
help_localized_strings,"origin","原始的字符串啊内容。"
help_localized_strings,"local","本地化的内容。"
help_image_resources,"key","图像资源的标识，必须在所有数据中保持唯一。如果为空，则取资源文件的文件名作为标识。"
help_image_resources,"name","图像资源的名称。"
help_image_resources,"resource","上传资源文件。"
help_icon_resources,"key","图标资源的标识，必须在所有数据中保持唯一。如果为空，则取资源文件的文件名作为标识。"
help_icon_resources,"name","图标资源的名称。"
help_icon_resources,"resource","上传资源文件。"
help_shops,"key","商店的标识，必须在所有数据中保持唯一。"
help_shops,"name","游戏中显示出的商店名称。"
help_shops,"typeclass","商店的类型。"
help_shops,"desc","商店中显示的物品描述信息。"
help_shops,"verb","游戏中显示的打开商店的动作名称。"
help_shops,"condition","显示商店需要满足的条件，只有满足这个条件才能看到这个商店。"
help_shops,"icon","游戏中显示的图标。"
help_shop_goods,"shop","商品所属商店的标识。"
help_shop_goods,"goods","商品的物品标识。"
help_shop_goods,"typeclass","商品的类型。"
help_shop_goods,"number","一次购买的数量。"
help_shop_goods,"price","商品价格。"
help_shop_goods,"unit","价格的单位（物品的标识）。"
help_shop_goods,"condition","商品销售需要满足的条件，只有满足这个条件才能在商店里看到这件商品。"
help_npc_shops,"npc","NPC的标识。"
help_npc_shops,"shop","商店的标识。"
