help_event_trigger_types,"key","事件觸發類型的標識，必須唯一。"
help_event_trigger_types,"name","事件觸發類型的名稱，必須唯一。"
help_event_trigger_types,"desc","詳細信息。"
help_quest_dependency_types,"key","任務依賴類型的標識，必須唯一。"
help_quest_dependency_types,"name","任務依賴類型的名稱，必須唯一。"
help_quest_dependency_types,"desc","詳細信息。"
help_character_attributes_info,"field","屬性對應的字段名，不可修改。"
help_character_attributes_info,"key","屬性的標識，只能由英文字母、數字和下划線組成，只能以英文字母和下划線開頭。"
help_character_attributes_info,"name","屬性的名稱。"
help_character_attributes_info,"desc","屬性的描述信息。"
help_equipment_attributes_info,"field","屬性對應的字段名，不可修改。"
help_equipment_attributes_info,"key","屬性的標識，只能由英文字母、數字和下划線組成，只能以英文字母和下划線開頭。"
help_equipment_attributes_info,"name","屬性的名稱。"
help_equipment_attributes_info,"desc","屬性的描述信息。"
help_food_attributes_info,"field","屬性對應的字段名，不可修改。"
help_food_attributes_info,"key","屬性的標識，只能由英文字母、數字和下划線組成，只能以英文字母和下划線開頭。"
help_food_attributes_info,"name","屬性的名稱。"
help_food_attributes_info,"desc","屬性的描述信息。"
help_world_areas,"key","區域的標識，必須在所有數據中保持唯一。"
help_world_areas,"name","遊戲中顯示出的區域名稱。"
help_world_areas,"typeclass","區域的類型。"
help_world_areas,"desc","遊戲中顯示出的區域描述信息。"
help_world_areas,"background","區域在地圖中顯示的背景圖。"
help_world_areas,"background_point","背景圖片上的對應點的坐標，格式：(x坐標, y坐標)。地圖上的對應點會對齊到背景圖片的對應點坐標處。"
help_world_areas,"corresp_map_pos","地圖中對應點的坐標，格式：(x坐標, y坐標)。地圖上的對應點會對齊到背景圖片的對應點坐標處。"
help_world_rooms,"key","房間的標識，必須在所有數據中保持唯一。"
help_world_rooms,"name","遊戲中顯示出的房間名稱。"
help_world_rooms,"typeclass","房間的類型。"
help_world_rooms,"desc","遊戲中顯示出的房間描述信息。"
help_world_rooms,"peaceful","玩家不能在和平區域里攻擊。"
help_world_rooms,"location","房間所在的區域。"
help_world_rooms,"position","房間位置的坐標，格式：(x坐標, y坐標)。"
help_world_rooms,"icon","遊戲中顯示的圖標。"
help_world_rooms,"background","遊戲中顯示的房間背景圖片。"
help_world_exits,"key","出口的標識，必須在所有數據中保持唯一。"
help_world_exits,"name","遊戲中顯示出的出口名稱。"
help_world_exits,"typeclass","出口的類型。雙向出口只需要設置兩端的房間。"
help_world_exits,"desc","遊戲中顯示的出口描述信息。"
help_world_exits,"verb","走進出口時的動作的名字。遊戲中會顯示出這個動作，讓玩家點擊。"
help_world_exits,"location","出口入口所在的房間，玩家可以在這個房間里看到出口。"
help_world_exits,"destination","出口通往的房間，玩家在穿過出口後到達的房間。"
help_world_exits,"condition","滿足這個條件時，出口會顯示在房間中。"
help_exit_locks,"key","所關聯的出口。"
help_exit_locks,"unlock_condition","滿足這個條件時，鎖可以打開。"
help_exit_locks,"unlock_verb","打開鎖所需要的動作的名字。遊戲中會顯示出這個動作，讓玩家點擊。"
help_exit_locks,"locked_desc","當出口鎖住的時候在遊戲中顯示出的名字。"
help_exit_locks,"auto_unlock","自動解鎖的出口在滿足條件時不需要玩家主動操作就可以自動解鎖。"
help_two_way_exits,"key","所關聯的出口。"
help_two_way_exits,"reverse_name","反向出口在遊戲中顯示出的出口名稱。"
help_world_objects,"key","物體的標識，必須在所有數據中保持唯一。"
help_world_objects,"name","遊戲中顯示出的物體名稱。"
help_world_objects,"typeclass","物體的類型。"
help_world_objects,"desc","遊戲中顯示的物體描述信息。"
help_world_objects,"location","物體所在的房間。"
help_world_objects,"action","對物體執行的動作。"
help_world_objects,"condition","滿足這個條件時，物體會在房間中顯示出來。"
help_world_objects,"icon","遊戲中顯示的圖標。"
help_world_npcs,"key","NPC的標識，必須在所有數據中保持唯一。"
help_world_npcs,"name","遊戲中顯示出的NPC名稱。"
help_world_npcs,"typeclass","NPC的類型。"
help_world_npcs,"desc","遊戲中顯示的NPC描述信息。"
help_world_npcs,"location","NPC初始所在的房間。"
help_world_npcs,"model","NPC的角色模版。如果這一項為空，則會按照NPC的標識名查找模版。"
help_world_npcs,"level","NPC的等級。"
help_world_npcs,"reborn_time","NPC死後重生的時間，如果等於0，則不會重生。"
help_world_npcs,"condition","滿足這個條件時，NPC會在房間中顯示出來。"
help_world_npcs,"icon","遊戲中顯示的圖標。"
help_object_creators,"key","這是物品生成器的附加數據，必須與某個物體關聯。"
help_object_creators,"loot_verb","獲取物品的動作名稱。"
help_object_creators,"loot_condition","獲取物品的條件，只有滿足這個條件時才能獲取物品。"
help_creator_loot_list,"provider","這是物品生成器列表的數據，必須與某個物品生成器關聯。"
help_creator_loot_list,"object","生成的物品的標識，必須是某個物品的標識。"
help_creator_loot_list,"number","生成物品的數量。"
help_creator_loot_list,"odds","生成物品的概率，從0到1。"
help_creator_loot_list,"quest","生成該物品所需的任務。當玩家正在執行該任務時才會生成該物品。"
help_creator_loot_list,"condition","生成該物品需要滿足的條件，只有滿足這個條件時才能生成該物品。"
help_character_loot_list,"provider","這是角色物品掉落列表的數據，必須與某個角色關聯。"
help_character_loot_list,"object","掉落的物品的標識，必須是某個物品的標識。"
help_character_loot_list,"number","掉落物品的數量。"
help_character_loot_list,"odds","掉落物品的概率，從0到1。"
help_character_loot_list,"quest","掉落該物品所需的任務。當玩家正在執行該任務時才會掉落該物品。"
help_character_loot_list,"condition","掉落該物品需要滿足的條件，只有滿足這個條件時才能掉落該物品。"
help_quest_reward_list,"provider","這是任務獲取物品列表的數據，必須與某個任務關聯。"
help_quest_reward_list,"object","獲取的物品的標識，必須是某個物品的標識。"
help_quest_reward_list,"number","獲取物品的數量。"
help_quest_reward_list,"odds","獲取物品的概率，從0到1。"
help_quest_reward_list,"quest","獲取該物品所需的任務。當玩家正在執行該任務時才會獲取該物品。"
help_quest_reward_list,"condition","獲取該物品需要滿足的條件，只有滿足這個條件時才能獲取該物品。"
help_common_objects,"key","普通物品的標識，必須在所有數據中保持唯一。普通物品可以在遊戲世界中重復出現。"
help_common_objects,"name","遊戲中顯示出的物品名稱。"
help_common_objects,"typeclass","物品的類型。"
help_common_objects,"desc","遊戲中顯示的物品描述信息。"
help_common_objects,"max_stack","在玩家行囊中每堆該物品的最大堆疊數量。"
help_common_objects,"unique","該物品是否唯一，玩家是否可以擁有多於一堆的該物品。"
help_common_objects,"can_remove","當物品數量為零時是否可以從背包中移除。"
help_common_objects,"can_discard","物品是否可以被丟棄。"
help_common_objects,"icon","遊戲中顯示的圖標。"
help_foods,"key","食物的標識，必須在所有數據中保持唯一。普通物品可以在遊戲世界中重復出現。"
help_foods,"name","遊戲中顯示出的物品名稱。"
help_foods,"typeclass","物品的類型。"
help_foods,"desc","遊戲中顯示的物品描述信息。"
help_foods,"max_stack","在玩家行囊中每堆該物品的最大堆疊數量。"
help_foods,"unique","該物品是否唯一，玩家是否可以擁有多於一堆的該物品。"
help_foods,"can_remove","當物品數量為零時是否可以從背包中移除。"
help_foods,"can_discard","物品是否可以被丟棄。"
help_foods,"icon","遊戲中顯示的圖標。"
help_foods,"hp","恢復生命值。"
help_foods,"mp","恢復魔法值。"
help_skill_books,"key","技能書的標識，必須在所有數據中保持唯一。普通物品可以在遊戲世界中重復出現。"
help_skill_books,"name","遊戲中顯示出的物品名稱。"
help_skill_books,"typeclass","物品的類型。"
help_skill_books,"desc","遊戲中顯示的物品描述信息。"
help_skill_books,"max_stack","在玩家行囊中每堆該物品的最大堆疊數量。"
help_skill_books,"unique","該物品是否唯一，玩家是否可以擁有多於一堆的該物品。"
help_skill_books,"can_remove","當物品數量為零時是否可以從背包中移除。"
help_skill_books,"can_discard","物品是否可以被丟棄。"
help_skill_books,"icon","遊戲中顯示的圖標。"
help_skill_books,"skill","提供的技能。"
help_character_models,"key","角色模版的標識。"
help_character_models,"name","角色模版的名稱。"
help_character_models,"level","角色的等級。"
help_character_models,"max_exp","角色的最大經驗。達到該經驗值角色就可以升級。為0則表示不能升級。"
help_character_models,"max_hp","角色的最大生命值。"
help_character_models,"max_mp","角色的最大魔法值。"
help_character_models,"attack","角色的攻擊值。"
help_character_models,"defence","角色的防禦值。"
help_character_models,"give_exp","角色被擊敗時提供給對方的經驗值。"
help_common_characters,"key","普通角色的標識。普通角色可以在遊戲世界中重復出現。"
help_common_characters,"name","遊戲中顯示出的角色名稱。"
help_common_characters,"typeclass","角色的類型。"
help_common_characters,"desc","遊戲中顯示的角色描述信息。"
help_common_characters,"model","角色對應的模版。"
help_common_characters,"level","角色的等級。"
help_common_characters,"reborn_time","角色死後重生的時間，單位為秒，為0則不會重生。"
help_common_characters,"icon","遊戲中顯示的圖標。"
help_default_objects,"character","角色模版的標識。"
help_default_objects,"object","物品的標識。"
help_default_objects,"number","物品的數量。"
help_skills,"key","技能的標識，必須在所有數據中保持唯一。"
help_skills,"name","遊戲中顯示出的技能名稱。"
help_skills,"typeclass","技能的類型。"
help_skills,"desc","遊戲中顯示的技能描述信息。"
help_skills,"message","施放技能時顯示的文字信息，支持顏色標記。轉義：%c代表施放者的名字，%t代表目標的名字，%e代表技能的效果，%n代表技能的名字，%%代表%。"
help_skills,"cd","釋放技能的CD。"
help_skills,"passive","是否是被動技能。"
help_skills,"condition","釋放技能需要滿足的條件，只有滿足這個條件才能釋放這個技能。"
help_skills,"function","技能調用的函數。"
help_skills,"icon","遊戲中顯示的圖標。"
help_default_skills,"character","角色模版的標識。"
help_default_skills,"skill","技能的標識。"
help_quests,"key","任務的標識，必須在所有數據中保持唯一。"
help_quests,"name","遊戲中顯示出的任務名稱。"
help_quests,"typeclass","任務的類型。"
help_quests,"desc","遊戲中顯示的任務描述信息。"
help_quests,"condition","獲取該任務需要滿足的條件，只有滿足這個條件才能獲取這個任務。"
help_quests,"action","完成任務時執行的動作。"
help_npc_dialogues,"npc","NPC的標識。"
help_npc_dialogues,"dialogue","對話的標識。"
help_npc_dialogues,"default","是否是默認對話。當沒有其它對話可以顯示時，該NPC會顯示默認對話。"
help_equipments,"key","普通物品的標識，必須在所有數據中保持唯一。普通物品可以在遊戲世界中重復出現。"
help_equipments,"name","遊戲中顯示出的物品名稱。"
help_equipments,"typeclass","物品的類型。"
help_equipments,"desc","遊戲中顯示的物品描述信息。"
help_equipments,"max_stack","在玩家行囊中每堆該物品的最大堆疊數量。"
help_equipments,"unique","該物品是否唯一，玩家是否可以擁有多於一堆的該物品。"
help_equipments,"can_remove","當物品數量為零時是否可以從背包中移除。"
help_equipments,"can_discard","物品是否可以被丟棄。"
help_equipments,"icon","遊戲中顯示的圖標。"
help_equipments,"position","裝備的位置。"
help_equipments,"type","裝備的類型。"
help_equipments,"attack","裝備的攻擊值。"
help_equipments,"defence","裝備的防禦值。"
help_career_equipments,"career","職業的標識。"
help_career_equipments,"equipment","裝備的類型。"
help_quest_objectives,"quest","任務的標識。"
help_quest_objectives,"ordinal","任務目標的序號。"
help_quest_objectives,"type","任務目標的類型。"
help_quest_objectives,"object","任務的目標的標識。按照不同的目標類型，目標標識可能是所需獲取物品的標識或是所需擊殺角色的標識或是其它值。"
help_quest_objectives,"number","完成任務所需達到的任務目標數量。"
help_quest_objectives,"desc","遊戲中顯示出的任務描述信息。如果該項為空，則系統會自動生成任務描述信息。"
help_quest_dependencies,"quest","任務的標識。"
help_quest_dependencies,"dependency","該任務所依賴的任務的標識。"
help_quest_dependencies,"type","任務依賴關係的類型。"
help_dialogue_quest_dependencies,"dialogue","對話的標識。"
help_dialogue_quest_dependencies,"dependency","該對話所依賴的任務的標識。"
help_dialogue_quest_dependencies,"type","任務依賴關係的類型。"
help_event_data,"key","事件的標識，必須在所有數據中保持唯一。"
help_event_data,"type","事件的類型。"
help_event_data,"trigger_type","觸發該事件的方式。"
help_event_data,"trigger_obj","觸發該事件的物體。"
help_event_data,"condition","觸發該事件所需的條件，只有滿足這個條件才能觸發這個事件。"
help_event_attacks,"key","這是攻擊事件的附加信息，必須與某個事件的基礎信息關聯。"
help_event_attacks,"mob","攻擊的角色的標識。"
help_event_attacks,"level","攻擊的角色的等級。"
help_event_attacks,"odds","攻擊事件的發生概率，從0到1。"
help_event_attacks,"desc","遊戲中顯示出的攻擊事件的描述信息。"
help_event_dialogues,"key","這是對話事件的附加信息，必須與某個事件的基礎信息關聯。"
help_event_dialogues,"dialogue","事件引出的對話的標識。"
help_event_dialogues,"npc","事件引出的對話的NPC的標識。"
help_dialogues,"key","對話的標識，必須在所有數據中保持唯一。"
help_dialogues,"name","對話的名稱。"
help_dialogues,"condition","顯示該對話所需的條件，只有滿足這個條件才能引發這個對話。"
help_dialogue_relations,"dialogue","對話的標識。"
help_dialogue_relations,"next_dlg","相連的下一個對話的標識。"
help_dialogue_sentences,"dialogue","對話的標識。"
help_dialogue_sentences,"ordinal","對話句子的序號。"
help_dialogue_sentences,"speaker","對話說話者顯示的文字。轉義：%p代表玩家的名字，%n代表NPC的名字，%%代表%。"
help_dialogue_sentences,"icon","遊戲中顯示的圖標。"
help_dialogue_sentences,"content","對話的內容。"
help_dialogue_sentences,"action","完成該對話時執行的動作。"
help_dialogue_sentences,"provide_quest","完成該對話時提供的任務的標識。"
help_dialogue_sentences,"complete_quest","完成該對話時結束的任務的標識。"
help_localized_strings,"category","本地化字符串的類別。"
help_localized_strings,"origin","原始的字符串啊內容。"
help_localized_strings,"local","本地化的內容。"
help_image_resources,"key","圖像資源的標識，必須在所有數據中保持唯一。如果為空，則取資源文件的文件名作為標識。"
help_image_resources,"name","圖像資源的名稱。"
help_image_resources,"resource","上傳資源文件。"
help_icon_resources,"key","圖標資源的標識，必須在所有數據中保持唯一。如果為空，則取資源文件的文件名作為標識。"
help_icon_resources,"name","圖標資源的名稱。"
help_icon_resources,"resource","上傳資源文件。"
help_shops,"key","商店的標識，必須在所有數據中保持唯一。"
help_shops,"name","遊戲中顯示出的商店名稱。"
help_shops,"typeclass","商店的類型。"
help_shops,"desc","商店中顯示的物品描述信息。"
help_shops,"verb","遊戲中顯示的打開商店的動作名稱。"
help_shops,"condition","顯示商店需要滿足的條件，只有滿足這個條件才能看到這個商店。"
help_shops,"icon","遊戲中顯示的圖標。"
help_shop_goods,"shop","商品所屬商店的標識。"
help_shop_goods,"goods","商品的物品標識。"
help_shop_goods,"typeclass","商品的類型。"
help_shop_goods,"number","一次購買的數量。"
help_shop_goods,"price","商品價格。"
help_shop_goods,"unit","價格的單位（物品的標識）。"
help_shop_goods,"condition","商品銷售需要滿足的條件，只有滿足這個條件才能在商店裡看到這件商品。"
help_npc_shops,"npc","NPC的標識。"
help_npc_shops,"shop","商店的標識。"
