category,origin,local
field_world_objects,"typeclass","類型"
field_world_objects,"desc","描述"
field_world_objects,"location","位置"
field_world_objects,"action","動作"
field_world_objects,"condition","條件"
field_world_objects,"icon","圖標"
field_world_npcs,"key","標識"
field_world_npcs,"name","名稱"
field_world_npcs,"typeclass","類型"
field_world_npcs,"desc","描述"
field_world_npcs,"location","位置"
field_world_npcs,"model","模版"
field_world_npcs,"level","等級"
field_world_npcs,"reborn_time","重生時間"
field_world_npcs,"condition","條件"
field_world_npcs,"icon","圖標"
field_object_creators,"key","標識"
field_object_creators,"loot_verb","拾取動作"
field_object_creators,"loot_condition","拾取條件"
field_creator_loot_list,"provider","提供者"
field_creator_loot_list,"object","掉落物品"
field_creator_loot_list,"number","掉落數量"
field_creator_loot_list,"odds","掉落概率"
field_creator_loot_list,"quest","任務條件"
field_creator_loot_list,"condition","掉落條件"
field_character_loot_list,"provider","提供者"
field_character_loot_list,"object","掉落物品"
field_character_loot_list,"number","掉落數量"
field_character_loot_list,"odds","掉落概率"
field_character_loot_list,"quest","任務條件"
field_character_loot_list,"condition","掉落條件"
field_quest_reward_list,"provider","提供者"
field_quest_reward_list,"object","掉落物品"
field_quest_reward_list,"number","掉落數量"
field_quest_reward_list,"odds","掉落概率"
field_quest_reward_list,"quest","任務條件"
field_quest_reward_list,"condition","掉落條件"
field_common_objects,"key","標識"
field_common_objects,"name","名稱"
field_common_objects,"typeclass","類型"
field_common_objects,"desc","描述"
field_common_objects,"max_stack","最大堆疊"
field_common_objects,"unique","是否唯一"
field_common_objects,"can_remove","可移除"
field_common_objects,"can_discard","可丟棄"
field_common_objects,"icon","圖標"
field_foods,"key","標識"
field_foods,"name","名稱"
field_foods,"typeclass","類型"
field_foods,"desc","描述"
field_foods,"max_stack","最大堆疊"
field_foods,"unique","是否唯一"
field_foods,"can_remove","可移除"
field_foods,"can_discard","可丟棄"
field_foods,"icon","圖標"
field_foods,"hp","生命值"
field_foods,"mp","魔法值"
field_skill_books,"key","標識"
field_skill_books,"name","名稱"
field_skill_books,"typeclass","類型"
field_skill_books,"desc","描述"
field_skill_books,"max_stack","最大堆疊"
field_skill_books,"unique","是否唯一"
field_skill_books,"can_remove","可移除"
field_skill_books,"can_discard","可丟棄"
field_skill_books,"icon","圖標"
field_skill_books,"skill","技能"
field_character_models,"key","標識"
field_character_models,"name","名稱"
field_character_models,"level","等級"
field_character_models,"max_exp","最大經驗值"
field_character_models,"max_hp","最大生命"
field_character_models,"max_mp","最大魔法"
field_character_models,"attack","攻擊力"
field_character_models,"defence","防禦力"
field_character_models,"give_exp","提供經驗"
field_common_characters,"key","標識"
field_common_characters,"name","名稱"
field_common_characters,"typeclass","類型"
field_common_characters,"desc","描述"
field_common_characters,"model","模版"
field_common_characters,"level","等級"
field_common_characters,"reborn_time","重生時間"
field_common_characters,"icon","圖標"
field_default_objects,"character","角色模版"
field_default_objects,"object","物品"
field_default_objects,"number","數量"
field_skills,"key","標識"
field_skills,"name","名稱"
field_skills,"typeclass","類型"
field_skills,"desc","描述"
field_skills,"message","顯示信息"
field_skills,"cd","技能CD"
field_skills,"passive","被動技能"
field_skills,"condition","施放條件"
field_skills,"function","技能函數"
field_skills,"effect","技能效果"
field_skills,"icon","圖標"
field_default_skills,"character","角色模版"
field_default_skills,"skill","技能標識"
field_quests,"key","標識"
field_quests,"name","名稱"
field_quests,"typeclass","類型"
field_quests,"desc","描述"
field_quests,"condition","接任務的條件"
field_quests,"action","完成任務後的動作"
field_npc_dialogues,"npc","NPC"
field_npc_dialogues,"dialogue","對話"
field_npc_dialogues,"default","是否為默認"
field_equipments,"key","標識"
field_equipments,"name","名稱"
field_equipments,"typeclass","類型"
field_equipments,"desc","描述"
field_equipments,"max_stack","最大堆疊"
field_equipments,"unique","是否唯一"
field_equipments,"can_remove","可移除"
field_equipments,"can_discard","可丟棄"
field_equipments,"icon","圖標"
field_equipments,"position","位置"
field_equipments,"type","類型"
field_equipments,"attack","攻擊值"
field_equipments,"defence","防禦值"
field_career_equipments,"career","職業"
field_career_equipments,"equipment","裝備"
field_quest_objectives,"quest","任務"
field_quest_objectives,"ordinal","序號"
field_quest_objectives,"type","類型"
field_quest_objectives,"object","對象"
field_quest_objectives,"number","數量"
field_quest_objectives,"desc","描述"
field_quest_dependencies,"quest","任務"
field_quest_dependencies,"dependency","依賴任務"
field_quest_dependencies,"type","依賴類型"
field_dialogue_quest_dependencies,"dialogue","對話"
field_dialogue_quest_dependencies,"dependency","依賴任務"
field_dialogue_quest_dependencies,"type","依賴類型"
field_event_data,"key","標識"
field_event_data,"name","名稱"
field_event_data,"type","類型"
field_event_data,"trigger_type","觸發類型"
field_event_data,"trigger_obj","觸發對象"
field_event_data,"condition","條件"
field_event_attacks,"key","事件"
field_event_attacks,"mob","攻擊者"
field_event_attacks,"level","等級"
field_event_attacks,"odds","概率"
field_event_attacks,"desc","描述"
field_event_dialogues,"key","事件"
field_event_dialogues,"dialogue","對話"
field_event_dialogues,"npc","NPC"
field_dialogues,"key","標識"
field_dialogues,"name","名稱"
field_dialogues,"condition","條件"
field_dialogue_relations,"dialogue","對話"
field_dialogue_relations,"next_dlg","後續"
field_dialogue_sentences,"dialogue","對話"
field_dialogue_sentences,"ordinal","序號"
field_dialogue_sentences,"speaker","說話者"
field_dialogue_sentences,"icon","圖標"
field_dialogue_sentences,"content","內容"
field_dialogue_sentences,"action","動作"
field_dialogue_sentences,"provide_quest","提供任務"
field_dialogue_sentences,"complete_quest","完成任務"
field_localized_strings,"category","類別"
field_localized_strings,"origin","原文"
field_localized_strings,"local","本地化"
field_image_resources,"key","標識"
field_image_resources,"name","名稱"
field_image_resources,"resource","資源文件"
field_icon_resources,"key","標識"
field_icon_resources,"name","名稱"
field_icon_resources,"resource","資源文件"
field_shops,"key","標識"
field_shops,"name","名稱"
field_shops,"typeclass","類型"
field_shops,"desc","描述"
field_shops,"verb","打開商店的動作"
field_shops,"condition","條件"
field_shops,"icon","圖標"
field_shop_goods,"shop","商店"
field_shop_goods,"goods","商品"
field_shop_goods,"typeclass","類型"
field_shop_goods,"number","數量"
field_shop_goods,"price","價格"
field_shop_goods,"unit","單位"
field_shop_goods,"condition","條件"
field_npc_shops,"npc","NPC"
field_npc_shops,"shop","商店"
